channel,stage,region,points,abs_burden,signed_burden,neg_burden,pos_burden,peak_abs,peak_signed,min_signed,fraction_of_global_abs
delta_rho,catch_rematch,core_throat,2815,1.9076905740044963e-06,-1.9004576892196776e-06,1.904074131612087e-06,3.616442392409515e-09,5.966644576159419e-08,1.2930668688571068e-10,-5.966644576159419e-08,0.04115976316842489
delta_rho,release_shift_fade,core_throat,2978,1.4427231379148506e-06,-1.442723137720419e-06,1.4427231378176347e-06,9.721578795178508e-17,1.055396512388701e-07,1.734723475976807e-18,-1.055396512388701e-07,0.031127764367745985
delta_rho,release_shift_fade,support_edge,3512,2.49728985444554e-07,-2.4829948848147583e-07,2.4901423696301494e-07,7.147484815390996e-10,9.493272628505883e-08,1.6907038980634725e-09,-9.493272628505883e-08,0.005388078149179261
delta_rho,post_release_buffer,core_throat,1909,1.5584343534664158e-07,-1.5584343519903614e-07,1.5584343527283886e-07,7.380272899673549e-17,8.788381100285902e-08,2.0816681711721685e-17,-8.788381100285902e-08,0.0033624315062566247
delta_rho,reset_decompression,packet_in_support,341,1.0357157221652214e-07,-1.034897625597948e-07,1.0353066738815847e-07,4.090482836367289e-11,5.6188426778534806e-08,3.305886810828218e-09,-5.6188426778534806e-08,0.002234629368883918
delta_rho,post_release_buffer,support_edge,1415,2.493202389724152e-08,1.1064052762401115e-09,1.1912809310500703e-08,1.3019214586740815e-08,4.9124999487552834e-08,1.3571513941303126e-08,-4.9124999487552834e-08,0.000537925915713809
delta_rho,reset_decompression,core_throat,1354,1.0240910035202382e-08,-1.0240909776643864e-08,1.0240909905923123e-08,1.2927925996337813e-16,4.9422440837748605e-08,1.7694179454963432e-16,-4.9422440837748605e-08,0.00022095482224523605
delta_rho,reset_decompression,support_edge,761,9.627496284581054e-09,-6.77709070443106e-09,8.202293494506055e-09,1.4252027900749972e-09,4.266130323136996e-08,1.0605952985645595e-08,-4.266130323136996e-08,0.00020771999001202422
delta_rho,reset_decompression,packet_outer,78,1.4247432076351246e-09,1.3299372947763203e-09,4.740295642940206e-11,1.3773402512057224e-09,9.248381932242672e-09,9.248381932242672e-09,-1.1077366103388886e-09,3.073983475160029e-05
delta_rho,reset_decompression,outer_quarantine_shell,840,2.344401932770222e-13,2.3430472315070195e-13,6.773506316013652e-17,2.3437245821386207e-13,1.6439636978116123e-11,1.6439636978116123e-11,-3.0704605524789486e-16,5.058211726751053e-09
delta_rho,catch_rematch,support_edge,3528,3.573704790510844e-16,-5.14216327088857e-18,1.812563211609865e-16,1.761141578900979e-16,1.0842021724855044e-17,1.0842021724855044e-17,-7.37257477290143e-18,7.710518928786463e-12
delta_rho,release_shift_fade,outer_quarantine_shell,2580,2.5701999639725976e-16,3.8711903018754365e-19,1.2831643868353609e-16,1.2870355771372365e-16,1.196959198423997e-16,1.1622647289044608e-16,-1.196959198423997e-16,5.545386828144854e-12
delta_rho,post_release_buffer,outer_quarantine_shell,1320,1.8951940494082757e-16,1.9894732732790868e-17,8.481233610401836e-17,1.0470706883680923e-16,3.5648567431323386e-16,3.5648567431323386e-16,-1.682681771697503e-16,4.089014187877877e-12
delta_rho,catch_rematch,outer_quarantine_shell,2520,5.457268929893196e-17,1.5325330155123536e-19,2.720971799869037e-17,2.7362971300241606e-17,2.688821387764051e-17,2.688821387764051e-17,-2.6020852139652106e-17,1.1774440769464014e-12
j_l,release_shift_fade,support_edge,3512,0.4958260653251606,-0.01949273902414687,0.2576594021746538,0.23816666315050689,0.00840929477300733,0.00840929477300733,-0.008409294773007172,0.22725162546631164
j_l,post_release_buffer,support_edge,1415,0.23916087668138353,-0.09325634460157366,0.1662086106414786,0.07295226603990493,0.013776810777635885,0.013776810777635885,-0.01377679611193176,0.1096144429965581
j_l,release_shift_fade,core_throat,2978,0.2387522099942475,-0.12372640344736735,0.18123930672080746,0.05751290327344008,0.002587469791480058,0.0019918933078832933,-0.002587469791480058,0.10942713906999933
j_l,post_release_buffer,core_throat,1909,0.225009238581573,-0.043328802987399224,0.13416902078448611,0.0908402177970869,0.009865057242956003,0.009558347107106695,-0.009865057242956003,0.103128332269233
j_l,reset_decompression,core_throat,1354,0.15355196671345933,-0.0007998117265731819,0.07717588922001625,0.07637607749344308,0.01875641239575459,0.01875641239575459,-0.018756412376515656,0.07037736914112949
j_l,release_shift_fade,packet_in_support,1293,0.14587823878918438,0.14587823878918438,0.0,0.14587823878918438,0.0037789071914566363,0.0037789071914566363,4.108440722327319e-06,0.06686027460711363
j_l,post_release_buffer,packet_in_support,658,0.13661291203417758,0.13661291203417758,0.0,0.13661291203417758,0.013711885694743848,0.013711885694743848,0.0021717085908363886,0.06261370365653042
j_l,catch_rematch,support_edge,3528,0.12572273495080974,7.469339816795761e-15,0.06286136747540114,0.0628613674754086,0.0025605054491255764,0.002560505449122429,-0.0025605054491255764,0.057622416152941135
j_l,reset_decompression,support_edge,761,0.11299116109791424,-0.07272758123299779,0.092859371165456,0.020131789932458226,0.020484828377532186,0.019642449246913978,-0.020484828377532186,0.051787162512297015
j_l,catch_rematch,core_throat,2815,0.0651481604376171,-0.006317804159060038,0.03573298229833857,0.02941517813927853,0.00014785227925867683,0.00014785227925867683,-0.00014785227925632186,0.029859312349542318
j_l,reset_decompression,packet_in_support,341,0.06375506976810415,0.06375506976810415,0.0,0.06375506976810415,0.02048485387767075,0.02048485387767075,0.010291229661995721,0.029220818044364636
j_l,release_shift_fade,outer_quarantine_shell,2580,0.06240603923836775,3.003240017784847e-17,0.031203019619183855,0.031203019619183887,0.008278383014854788,0.008278383014854788,-0.008278383014854788,0.028602517793277132
j_l,post_release_buffer,outer_quarantine_shell,1320,0.03961310095119048,1.6154612370034016e-17,0.01980655047559523,0.01980655047559525,0.011417767329133608,0.011417767329133608,-0.011417767329133426,0.018155845790429687
j_l,reset_decompression,outer_quarantine_shell,840,0.0254413892960551,6.141582468283113e-14,0.012720694647996841,0.012720694648058258,0.012982285162375406,0.012982285162375406,-0.012982285158184014,0.011660534764057224
j_l,catch_rematch,packet_in_support,1259,0.02538604489269583,0.02507724027572665,0.00015440230848459132,0.02523164258421124,0.00010509584887799277,0.00010509584887799277,-9.61765733509989e-06,0.011635168801064518
j_l,catch_rematch,outer_quarantine_shell,2520,0.016809332683806424,3.946495907847236e-17,0.008404666341903193,0.008404666341903233,0.0027530353814699928,0.0027530353814699928,-0.002753035381469939,0.007704210090072419
j_l,reset_decompression,packet_outer,78,0.009772725108527645,0.009772725108527645,0.0,0.009772725108527645,0.019203820606127537,0.019203820606127537,0.014141155496614663,0.0044791264950782865
rho,catch_rematch,core_throat,2815,19.678110684805176,19.678110684805176,0.0,19.678110684805176,0.009530047872906138,0.009530047872906138,0.0070321492838744904,0.39412980752028154
rho,catch_rematch,packet_in_support,1259,10.394083729169552,10.394083729169552,0.0,10.394083729169552,0.009531595825506204,0.009531595825506204,0.008396389948490669,0.20818148068912765
rho,release_shift_fade,core_throat,2978,6.884391997445437,6.884391997445437,0.0,6.884391997445437,0.00963901041058353,0.00963901041058353,0.007038737538510074,0.13788641279177763
rho,catch_rematch,support_edge,3528,5.986346979672371,5.986346979672371,0.0,5.986346979672371,0.00696634553743379,0.00696634553743379,0.001853522469182338,0.11989960929886137
rho,release_shift_fade,packet_in_support,1293,3.1165499132467067,3.1165499132467067,0.0,3.1165499132467067,0.00953223482022904,0.00953223482022904,0.006220129595652282,0.0624208917771638
rho,release_shift_fade,support_edge,3512,2.287781448161753,2.287172935503042,0.00030425632935553014,2.287477191832397,0.0070224876971508475,0.0070224876971508475,-0.0015635779467209328,0.04582161754526129
rho,post_release_buffer,core_throat,1909,0.6838370239244209,0.6838370239244209,0.0,0.6838370239244209,0.010124823071586606,0.010124823071586606,0.0071005080789930414,0.013696465017990244
rho,post_release_buffer,packet_in_support,658,0.1745871923769669,0.1745871923769669,0.0,0.1745871923769669,0.008361364372034344,0.008361364372034344,0.004054367815862032,0.003496779626317138
rho,reset_decompression,core_throat,1354,0.16654638318294684,0.16654638318294684,0.0,0.16654638318294684,0.011992306126764052,0.011992306126764052,0.0074733906505008935,0.003335731513990301
rho,post_release_buffer,support_edge,1415,0.15915236266858312,0.15345944178671805,0.0028464604409325434,0.1563059022276506,0.007346858160126014,0.007346858160126014,-0.0042235999084007155,0.0031876378311766636
rho,catch_rematch,outer_quarantine_shell,2520,0.12714861443621558,-0.11824903136095499,0.1226988228985853,0.0044497915376302995,0.012442905166369431,0.0018613091924637836,-0.012442905166369431,0.0025466397530181533
rho,release_shift_fade,outer_quarantine_shell,2580,0.12344025862649857,-0.12243246215431677,0.12293636039040766,0.0005038982360908942,0.012176132566267274,0.0012023871803989103,-0.012176132566267274,0.0024723656733104367
rho,post_release_buffer,outer_quarantine_shell,1320,0.053840145890908034,-0.053840145890908034,0.053840145890908034,0.0,0.010687860811022673,-0.0024951141365328563,-0.010687860811022673,0.001078355878607436
rho,reset_decompression,support_edge,761,0.03854317996878198,0.03237170111414112,0.0030857394273204283,0.03545744054146155,0.008849725556677129,0.008849725556677129,-0.004757521395011079,0.0007719753357239545
rho,reset_decompression,packet_in_support,341,0.026521537393070872,0.026521537393070872,0.0,0.026521537393070872,0.008193666689557108,0.008193666689557108,0.0038708288813501636,0.0005311957329289949
rho,reset_decompression,outer_quarantine_shell,840,0.025777033118110384,-0.025777033118110384,0.025777033118110384,0.0,0.008868029234152447,-0.004387713498142125,-0.008868029234152447,0.0005162841730090284
rho,reset_decompression,packet_outer,78,0.001335565924978708,0.0012558457242804783,3.986010034911483e-05,0.001295705824629593,0.0037041085502388404,0.0037041085502388404,-0.001797659709878384,2.674984145449309e-05
