manifest,kind,file,passed
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,toolkit/adm_harness_cli/adm_harness/active_transfer_reservoir.py,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,toolkit/adm_harness_cli/adm_harness/pressure_linked_storage.py,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,toolkit/adm_harness_cli/adm_harness/graded_electrothermal.py,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_states.npz,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,supporting_reports/data/active_transfer_reservoir/metric_fine.npz,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,supporting_reports/data/active_transfer_reservoir/medium_baseline.npz,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,supporting_reports/data/poynting_delivery/finite_taps/finite_n512_states.npz,True
supporting_reports/data/poynting_delivery/maxwell_current/manifest.json,input,supporting_reports/data/poynting_delivery/finite_taps/finite_n1024_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n128_t1_balance.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n128_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n128_t1_source.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n128_t1_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n128_t1_summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n256_t1_balance.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n256_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n256_t1_source.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n256_t1_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,left_n256_t1_summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n128_t1_balance.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n128_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n128_t1_source.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n128_t1_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n128_t1_summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n256_t1_balance.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n256_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n256_t1_source.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n256_t1_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,right_n256_t1_summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n128_t1_balance.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n128_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n128_t1_source.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n128_t1_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n128_t1_summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n256_t1_balance.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n256_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n256_t1_source.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n256_t1_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,split_n256_t1_summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,output,summary.json,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/scripts/run_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/adm_harness/poynting_delivery.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/tests/test_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/adm_harness/active_transfer_reservoir.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/adm_harness/pressure_linked_storage.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/adm_harness/regenerative_converter.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,toolkit/adm_harness_cli/adm_harness/graded_electrothermal.py,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_points.csv,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,supporting_reports/data/regenerative_converter/refined_eta098_recovery100_voltage050_states.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,supporting_reports/data/active_transfer_reservoir/metric_fine.npz,True
supporting_reports/data/poynting_delivery/route_screen/manifest.json,input,supporting_reports/data/active_transfer_reservoir/medium_baseline.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,current_screen.json,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,n1024_summary.json,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,n512_summary.json,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,selected_n1024_inventories.csv,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,selected_n1024_source.csv,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,selected_n1024_states.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,selected_n512_inventories.csv,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,selected_n512_source.csv,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,output,selected_n512_states.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/scripts/evaluate_shared_field_delivery.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/adm_harness/shared_field_delivery.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/tests/test_shared_field_delivery.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/scripts/run_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/adm_harness/active_transfer_reservoir.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/adm_harness/pressure_linked_storage.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/adm_harness/graded_electrothermal.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/adm_harness/regenerative_converter.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,toolkit/adm_harness_cli/adm_harness/poynting_delivery.py,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_states.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_points.csv,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/regenerative_converter/refined_eta098_recovery100_voltage050_states.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/active_transfer_reservoir/metric_fine.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/active_transfer_reservoir/medium_baseline.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/poynting_delivery/spatial_refinement/right_n512_t1_states.npz,True
supporting_reports/data/poynting_delivery/shared_field/manifest.json,input,supporting_reports/data/poynting_delivery/spatial_refinement/right_n1024_t1_states.npz,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n1024_t1_balance.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n1024_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n1024_t1_source.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n1024_t1_states.npz,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n1024_t1_summary.json,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n512_t1_balance.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n512_t1_inventory.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n512_t1_source.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n512_t1_states.npz,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,right_n512_t1_summary.json,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,output,summary.json,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/scripts/run_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/poynting_delivery.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/tests/test_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/active_transfer_reservoir.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/pressure_linked_storage.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/regenerative_converter.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/graded_electrothermal.py,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_states.npz,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_points.csv,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,supporting_reports/data/regenerative_converter/refined_eta098_recovery100_voltage050_states.npz,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,supporting_reports/data/active_transfer_reservoir/metric_fine.npz,True
supporting_reports/data/poynting_delivery/spatial_refinement/manifest.json,input,supporting_reports/data/active_transfer_reservoir/medium_baseline.npz,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,output,right_n256_t2_balance.csv,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,output,right_n256_t2_inventory.csv,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,output,right_n256_t2_source.csv,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,output,right_n256_t2_states.npz,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,output,right_n256_t2_summary.json,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,output,summary.json,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/scripts/run_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/poynting_delivery.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/tests/test_poynting_delivery.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/active_transfer_reservoir.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/pressure_linked_storage.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/regenerative_converter.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,toolkit/adm_harness_cli/adm_harness/graded_electrothermal.py,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_states.npz,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,supporting_reports/data/pressure_linked_storage/retained_coefficients/powered_finite_joint_points.csv,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,supporting_reports/data/regenerative_converter/refined_eta098_recovery100_voltage050_states.npz,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,supporting_reports/data/active_transfer_reservoir/metric_fine.npz,True
supporting_reports/data/poynting_delivery/time_refinement/manifest.json,input,supporting_reports/data/active_transfer_reservoir/medium_baseline.npz,True
